,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
3331,Cissy,Jeffress,Female,43,1998-09-24,Account Representative III,Health,Mass Customer,N,No,3.0
2299,Cary,Cockerham,Male,20,1998-09-26,0,Financial Services,Mass Customer,N,Yes,3.0
1379,Lavina,Clavey,Female,99,1998-09-30,Financial Analyst,Financial Services,Mass Customer,N,No,3.0
2376,Kristien,Dunne,Female,29,1998-10-02,Analog Circuit Design manager,IT,High Net Worth,N,No,2.0
3866,Carmelia,Klimentyonok,Female,14,1998-10-09,Geologist II,IT,Mass Customer,N,Yes,1.0
2265,Jeth,Tomes,Male,74,1998-10-11,0,Retail,High Net Worth,N,No,1.0
3094,Joachim,0,Male,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0
2426,Myrta,Whibley,Female,20,1998-10-15,Senior Developer,0,High Net Worth,N,Yes,2.0
2364,Lauretta,Furmonger,Female,2,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0
1186,Antonino,Hogben,Male,65,1998-10-21,0,Financial Services,Mass Customer,N,No,1.0
2874,Keven,Leahair,Male,71,1998-10-23,Financial Analyst,Financial Services,High Net Worth,N,No,2.0
1333,Cicily,Jenks,Female,72,1998-10-23,Senior Financial Analyst,Financial Services,Mass Customer,N,No,4.0
2625,Gerome,Lawrenz,Male,42,1998-10-24,Account Coordinator,Property,Affluent Customer,N,Yes,4.0
2146,Franzen,Kielty,Male,42,1998-11-04,Engineer IV,0,High Net Worth,N,Yes,1.0
3773,Elizabeth,Christy,Female,38,1998-11-07,Statistician I,Property,High Net Worth,N,No,2.0
1427,Morissa,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,High Net Worth,N,No,1.0
1277,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0
2015,Laraine,Merioth,Female,89,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1.0
1431,Hiram,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,High Net Worth,N,Yes,2.0
773,Phelia,Perotti,Female,79,1998-11-27,Operator,Manufacturing,High Net Worth,N,No,1.0
1533,Rosabelle,Hollington,Female,74,1998-11-30,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4.0
703,Lindsay,Acaster,Female,49,1998-12-08,Research Nurse,Health,Mass Customer,N,No,4.0
2200,Trisha,Basset,Female,56,1998-12-12,Design Engineer,Financial Services,Affluent Customer,N,Yes,1.0
1414,Merilyn,Dikle,Female,68,1998-12-14,Executive Secretary,Property,High Net Worth,N,Yes,3.0
2827,Philippine,Maycey,Female,37,1998-12-14,0,Health,High Net Worth,N,Yes,4.0
2202,Ganny,Alessandrelli,Male,13,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,2.0
3493,Robers,Richen,Male,72,1998-12-24,Account Representative IV,Argiculture,High Net Worth,N,No,1.0
3673,Rodger,Gores,Male,59,1998-12-24,Tax Accountant,Property,Mass Customer,N,No,3.0
825,Marc,Waddilove,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0
771,Lorianna,Vidyapin,Female,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0
905,Cammy,Marcroft,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0
2301,Loraine,Beamish,Female,43,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,4.0
1723,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0
2743,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0
3356,Georgie,Henze,Male,25,1999-02-01,Design Engineer,Manufacturing,Affluent Customer,N,No,4.0
115,Scottie,Swiffen,Male,49,1999-02-05,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2.0
3771,Anselma,Rennie,Female,45,1999-02-07,Physical Therapy Assistant,Manufacturing,Mass Customer,N,Yes,2.0
2703,Orlando,Gniewosz,Male,6,1999-02-08,Account Representative IV,Retail,Affluent Customer,N,Yes,3.0
874,Caryl,Linnett,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0
3130,Sybilla,O' Markey,Female,63,1999-02-24,0,Retail,Affluent Customer,N,Yes,3.0
2740,Reinwald,Sinkins,Male,6,1999-02-28,Statistician II,Property,High Net Worth,N,No,4.0
585,Jayme,Baunton,Female,63,1999-03-15,Chief Design Engineer,Manufacturing,Mass Customer,N,No,4.0
420,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2.0
360,Stephana,Minero,Female,59,1999-03-27,Software Engineer IV,Health,Mass Customer,N,Yes,2.0
3378,Elysee,Spurr,Female,51,1999-04-30,Food Chemist,Health,Mass Customer,N,Yes,2.0
2619,Henderson,Koubek,Male,26,1999-04-30,Civil Engineer,Manufacturing,Mass Customer,N,No,1.0
3132,Eda,MacCheyne,Female,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0
350,Dev,Hafner,Male,69,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2.0
376,Levy,Bonavia,Male,65,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1.0
333,Fredi,Iannuzzelli,Female,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0
1983,Hewett,Alessandretti,Male,70,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0
2542,Horacio,Kitchin,Male,41,1999-06-03,Web Developer III,0,Affluent Customer,N,No,2.0
3151,Lettie,McGenis,Female,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3.0
3907,Dolf,Serridge,Male,64,1999-06-09,Junior Executive,Health,High Net Worth,N,No,1.0
913,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0
803,Henrietta,Seater,Female,98,1999-06-17,Technical Writer,0,High Net Worth,N,Yes,1.0
3952,Allyson,Simak,Female,79,1999-06-18,Help Desk Operator,Health,Affluent Customer,N,Yes,2.0
3988,Nicolas,Burdass,Male,75,1999-06-23,Environmental Specialist,Argiculture,Affluent Customer,N,Yes,1.0
2258,Leanora,Calbert,Female,83,1999-07-02,Environmental Specialist,0,Affluent Customer,N,No,2.0
3187,Boyd,0,Male,94,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1.0
1429,Kalli,Pigeram,Female,86,1999-07-24,Biostatistician I,Manufacturing,Mass Customer,N,Yes,3.0
2928,Winny,Cakes,Male,97,1999-07-28,Nurse,Retail,Mass Customer,N,No,2.0
3385,Cliff,Nolin,Male,24,1999-07-28,Structural Engineer,IT,High Net Worth,N,Yes,2.0
2754,Karen,La Wille,Female,66,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1.0
163,Aarika,Van Vuuren,Female,55,1999-08-07,Senior Editor,Retail,Affluent Customer,N,Yes,1.0
930,Katrina,Sappson,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0
1027,Thorn,Torfin,Male,10,1999-08-11,Project Manager,0,High Net Worth,N,No,1.0
841,Mahmud,Dobbson,Male,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0
3054,Viki,Drache,Female,96,1999-08-23,General Manager,0,Mass Customer,N,Yes,2.0
2520,Kellia,Martugin,Female,35,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3.0
2092,Salem,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,N,No,2.0
3756,Hyacinthia,Crain,Female,75,1999-09-12,Information Systems Manager,0,Affluent Customer,N,No,2.0
2341,Clara,Jakel,Female,87,1999-09-17,0,0,Mass Customer,N,No,2.0
950,Meryl,Dumbar,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0
966,April,Causon,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0
2005,Hyacinthia,Tuley,Female,33,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2.0
3459,Reinhold,Barthrup,Male,22,1999-10-10,Actuary,Financial Services,Mass Customer,N,No,2.0
1810,Sylvan,Sugge,Male,59,1999-10-13,0,Financial Services,Mass Customer,N,No,1.0
3649,Darrelle,Rosas,Female,85,1999-10-21,Office Assistant I,IT,Mass Customer,N,Yes,2.0
1435,Tonnie,Andryunin,Male,40,1999-10-29,General Manager,0,Affluent Customer,N,No,3.0
3062,Andrea,Wildber,Male,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2.0
802,Nina,Murcutt,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3.0
3650,Baxie,0,Male,91,1999-11-15,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,2.0
1598,Ozzy,Silver,Male,65,1999-11-24,0,0,Affluent Customer,N,No,1.0
2832,Cy,Braim,Male,60,1999-11-26,0,IT,Mass Customer,N,Yes,3.0
3674,Samuele,Heller,Male,88,1999-12-17,Analog Circuit Design manager,Property,Affluent Customer,N,Yes,1.0
643,Tomlin,Hastwall,Male,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2.0
434,Jerome,Muggeridge,Male,5,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1.0
2430,Alvy,Tyndall,Male,15,1999-12-24,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2.0
1079,Monah,Talbot,Female,70,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2.0
3422,Griselda,Bezants,Female,57,1999-12-27,Registered Nurse,Health,Affluent Customer,N,No,1.0
3849,Alexandro,McCullock,Male,55,2000-01-07,Accountant III,0,Mass Customer,N,Yes,2.0
1228,Sebastian,Trass,Male,38,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0
2336,Odilia,Bick,Female,47,2000-01-11,Programmer Analyst II,Health,Mass Customer,N,No,1.0
1391,Marris,Waison,Female,28,2000-01-15,Human Resources Manager,Financial Services,Mass Customer,N,No,1.0
1389,Christyna,Feldberg,Female,74,2000-01-25,Accounting Assistant I,Retail,High Net Worth,N,Yes,1.0
3953,Archaimbaud,McAteer,Male,63,2000-02-03,Human Resources Assistant III,Financial Services,High Net Worth,N,No,2.0
58,Niki,Heathcote,Male,60,2000-02-08,Physical Therapy Assistant,0,High Net Worth,N,No,3.0
2937,Richardo,Cocher,Male,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0
2133,Crosby,Ruoff,Male,16,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,2.0
3088,Wood,Nathan,Male,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0
3362,Orson,Tythacott,Male,25,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0
2540,Cleveland,Islep,Male,17,2000-03-14,Software Engineer II,Financial Services,High Net Worth,N,Yes,2.0
3959,Hobart,Burgan,Male,6,2000-03-16,0,Property,Mass Customer,N,No,1.0
3200,Zed,Blanckley,Male,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0
518,Rabi,Nissle,Male,83,2000-04-07,0,0,Mass Customer,N,Yes,1.0
2503,Aloysius,Huffer,Male,52,2000-04-29,0,Property,Mass Customer,N,No,2.0
2728,Meggi,Shipcott,Female,76,2000-05-10,General Manager,0,Mass Customer,N,Yes,1.0
3481,Roch,Rilston,Female,71,2000-05-18,Clinical Specialist,Health,Affluent Customer,N,Yes,2.0
2730,Meagan,Ferry,Female,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0
1075,Siegfried,Trattles,Male,33,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0
1950,Rockie,MacCosty,Male,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0
2644,Ado,Yaldren,Male,20,2000-06-26,Technical Writer,IT,High Net Worth,N,Yes,1.0
14,Erroll,Radage,Male,91,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0
2023,Elinor,Biggerstaff,Female,69,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2.0
1184,Xena,Rossbrooke,Female,17,2000-07-23,VP Product Management,0,Mass Customer,N,Yes,2.0
1777,Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,0,Mass Customer,N,Yes,2.0
109,Sascha,St. Quintin,Male,23,2000-07-31,0,Financial Services,Affluent Customer,N,No,1.0
3076,Emelen,Gillopp,Male,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0
372,Eva,Colenutt,Female,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1.0
3014,Queenie,Flips,Female,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1.0
849,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,N,No,1.0
2397,Mirelle,0,Female,6,2000-10-11,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes,1.0
1797,Eunice,Risom,Female,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0
1353,Karee,Hyman,Female,0,2000-10-15,Analyst Programmer,Financial Services,Affluent Customer,N,No,2.0
853,Charisse,Thoresby,Female,35,2000-10-24,Marketing Manager,0,Affluent Customer,N,No,2.0
2988,Mort,0,Male,37,2000-10-25,Dental Hygienist,Health,High Net Worth,N,Yes,2.0
912,Dayle,Spearman,Female,67,2000-10-28,0,Financial Services,Mass Customer,N,No,1.0
851,Andie,Bonney,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2.0
608,Margalit,Dorwood,Female,32,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,No,1.0
3458,Emelda,Ramsdell,Female,62,2000-11-24,0,Entertainment,Mass Customer,N,Yes,2.0
3366,Melisse,Massei,Female,75,2000-12-05,Librarian,Entertainment,Mass Customer,N,Yes,1.0
2997,Quintana,Housley,Female,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2.0
2587,Kimball,Martinho,Male,37,2001-01-02,Professor,0,High Net Worth,N,No,2.0
2391,Isadora,Gronaller,Female,48,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2.0
2868,Gavra,Woolvin,Female,19,2001-01-16,0,Manufacturing,Affluent Customer,N,No,2.0
828,Byran,Goodfield,Male,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,N,Yes,2.0
2599,Darnell,Wistance,Male,55,2001-03-03,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0
3013,Terrijo,Merlin,Female,59,2001-03-30,Software Engineer II,0,High Net Worth,N,No,1.0
2811,Molli,Hagergham,Female,16,2001-04-01,Budget/Accounting Analyst IV,0,High Net Worth,N,Yes,1.0
3615,Vale,Dagnan,Male,42,2001-04-02,Product Engineer,Property,High Net Worth,N,No,2.0
1354,Isador,Hallitt,Male,37,2001-04-04,VP Quality Control,Property,Mass Customer,N,No,1.0
18,Sorcha,Keyson,Female,76,2001-04-15,Geological Engineer,Manufacturing,High Net Worth,N,No,1.0
3748,Blondelle,Swynley,Female,3,2001-04-21,0,IT,Affluent Customer,N,No,1.0
3111,Terri,Gornal,Male,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0
539,Tresa,Dy,Female,80,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0
873,Howard,Oseland,Male,78,2001-05-05,0,Health,Mass Customer,N,Yes,1.0
1812,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0
2627,Giselbert,Gudyer,Male,29,2001-05-21,Assistant Media Planner,Entertainment,Affluent Customer,N,No,1.0
3253,Lissy,Paliser,Female,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0
3606,Troy,Blaydes,Male,99,2001-05-22,Clinical Specialist,Health,Mass Customer,N,No,1.0
2807,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Mass Customer,N,Yes,1.0
3996,Blanch,Nisuis,Female,87,2001-07-13,Statistician II,Manufacturing,High Net Worth,N,Yes,1.0
104,Maribeth,Pristnor,Female,25,2001-09-17,Recruiting Manager,Manufacturing,Mass Customer,N,No,1.0
244,Noell,Grahlmans,Female,6,2001-09-26,Associate Professor,Financial Services,Affluent Customer,N,No,1.0
441,Linc,Vedyasov,Male,2,2001-10-06,0,Financial Services,Mass Customer,N,No,1.0
3172,Angelo,0,Male,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0
1321,Kathye,Christie,Female,37,2001-10-16,Data Coordiator,Financial Services,Mass Customer,N,Yes,1.0
750,Amie,Dufty,Female,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0
1249,Jacklyn,Kewley,Female,42,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,N,No,1.0
446,Brittany,Peasey,Female,98,2001-11-06,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1.0
2758,Melodee,Hendrik,Female,16,2001-11-14,Operator,Health,Affluent Customer,N,Yes,1.0
211,Nanice,Ellse,Female,21,2001-11-19,Desktop Support Technician,IT,Affluent Customer,N,No,1.0
1518,Marwin,Jeyness,Male,35,2001-11-30,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0
1401,Hillier,Andraud,Male,58,2001-12-08,Assistant Professor,Telecommunications,Mass Customer,N,No,1.0
469,Darbee,Klimowicz,Male,22,2001-12-19,Internal Auditor,Retail,Mass Customer,N,No,1.0
3948,Costa,Sleightholm,Male,24,2001-12-19,Web Designer IV,Manufacturing,High Net Worth,N,Yes,1.0
2295,Nathalia,Sanger,Female,16,2002-01-01,Geologist IV,Retail,Affluent Customer,N,No,1.0
421,Vito,Norker,Male,78,2002-01-06,0,Manufacturing,Affluent Customer,N,No,1.0
2857,Benedicto,Radki,Male,4,2002-01-09,Recruiting Manager,0,Mass Customer,N,Yes,1.0
3434,Stevena,Allcock,Female,80,2002-01-15,Senior Editor,0,Affluent Customer,N,No,1.0
1887,Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0
65,Anselm,Gawne,Male,46,2002-03-11,Account Executive,Argiculture,High Net Worth,N,No,1.0
143,Jory,Barrabeale,Undefined,71,0,Environmental Tech,IT,Mass Customer,N,No,0.0
167,Reggie,Broggetti,Undefined,8,0,General Manager,IT,Affluent Customer,N,Yes,0.0
266,Edgar,Buckler,Undefined,53,0,0,IT,High Net Worth,N,No,0.0
289,Giorgio,Kevane,Undefined,42,0,Senior Sales Associate,IT,Mass Customer,N,No,0.0
450,Marlow,Flowerdew,Undefined,37,0,Quality Control Specialist,IT,High Net Worth,N,No,0.0
452,Cornelius,Yarmouth,Undefined,81,0,Assistant Professor,IT,High Net Worth,N,No,0.0
453,Eugenie,Domenc,Undefined,58,0,Research Nurse,Health,Affluent Customer,N,Yes,0.0
479,Darelle,Ive,Undefined,67,0,Registered Nurse,Health,Mass Customer,N,Yes,0.0
512,Kienan,Soar,Undefined,30,0,Tax Accountant,IT,Mass Customer,N,No,0.0
525,Ardelle,0,Undefined,9,0,Social Worker,Health,Mass Customer,N,Yes,0.0
547,Georgie,Cudbertson,Undefined,84,0,0,IT,High Net Worth,N,Yes,0.0
581,Rhoda,McKeown,Undefined,21,0,Staff Scientist,IT,Affluent Customer,N,No,0.0
598,Ernestus,Cruden,Undefined,48,0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,0.0
679,Gay,Pickersgill,Undefined,22,0,0,IT,High Net Worth,N,Yes,0.0
684,Booth,Birkin,Undefined,28,0,Senior Developer,IT,Mass Customer,N,No,0.0
798,Harland,Spilisy,Undefined,39,0,Programmer I,IT,Mass Customer,N,Yes,0.0
838,Charis,Greaves,Undefined,14,0,Structural Analysis Engineer,IT,Mass Customer,N,Yes,0.0
882,Lolita,Bennie,Undefined,73,0,Recruiter,IT,Mass Customer,N,Yes,0.0
891,Conroy,Healy,Undefined,22,0,Office Assistant II,IT,Mass Customer,N,Yes,0.0
949,Bret,Ivakhnov,Undefined,24,0,Recruiter,IT,High Net Worth,N,Yes,0.0
974,Goldarina,Rzehorz,Undefined,26,0,Automation Specialist IV,IT,Mass Customer,N,No,0.0
982,Shaylyn,Riggs,Undefined,49,0,0,IT,Affluent Customer,N,No,0.0
995,Aura,Bemlott,Undefined,67,0,Assistant Manager,IT,Mass Customer,N,Yes,0.0
1037,Fraser,Acome,Undefined,57,0,Engineer I,Manufacturing,Mass Customer,N,Yes,0.0
1043,Frederico,Whilder,Undefined,4,0,Food Chemist,Health,High Net Worth,N,No,0.0
1081,Guinevere,Kelby,Undefined,90,0,Financial Analyst,Financial Services,Mass Customer,N,Yes,0.0
1173,Shellysheldon,Gooderridge,Undefined,9,0,Executive Secretary,IT,Mass Customer,N,No,0.0
1209,Shandie,Sprigg,Undefined,81,0,Programmer II,IT,Mass Customer,N,No,0.0
1243,Glenn,Tinham,Undefined,80,0,Financial Analyst,Financial Services,Mass Customer,N,Yes,0.0
1350,Lorettalorna,0,Undefined,32,0,Office Assistant IV,IT,High Net Worth,N,No,0.0
1476,Leo,Balharry,Undefined,42,0,Actuary,Financial Services,Mass Customer,N,Yes,0.0
1508,Sibley,Janek,Undefined,10,0,Computer Systems Analyst I,IT,High Net Worth,N,Yes,0.0
1582,Krysta,O' Reagan,Undefined,18,0,Geologist IV,IT,Mass Customer,N,Yes,0.0
1627,Hermione,Brereton,Undefined,13,0,Assistant Manager,IT,Mass Customer,N,No,0.0
1682,Brenn,Bacon,Undefined,72,0,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,0.0
1739,Faythe,Janaszewski,Undefined,83,0,Research Associate,IT,Mass Customer,N,Yes,0.0
1772,Nickolas,Guittet,Undefined,82,0,0,IT,Mass Customer,N,Yes,0.0
1779,Maude,Tixier,Undefined,52,0,Research Associate,IT,Mass Customer,N,No,0.0
1805,Gil,De Gregorio,Undefined,95,0,Software Test Engineer IV,IT,Mass Customer,N,No,0.0
1917,Devin,Sandeson,Undefined,83,0,Staff Accountant II,IT,Affluent Customer,N,No,0.0
1937,Austin,Toopin,Undefined,47,0,Automation Specialist IV,IT,Mass Customer,N,Yes,0.0
1989,Mira,Askham,Undefined,9,0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,0.0
1999,Kain,Rene,Undefined,68,0,Assistant Professor,IT,High Net Worth,N,Yes,0.0
2020,Ulrica,Abelwhite,Undefined,31,0,Software Test Engineer I,IT,High Net Worth,N,Yes,0.0
2068,Sol,Holdron,Undefined,32,0,Software Test Engineer IV,IT,Mass Customer,N,Yes,0.0
2164,Marlie,Teesdale,Undefined,16,0,Civil Engineer,Manufacturing,Affluent Customer,N,No,0.0
2204,Birk,Elphey,Undefined,76,0,Accounting Assistant III,IT,Mass Customer,N,No,0.0
2251,Darcey,Annis,Undefined,31,0,Teacher,IT,High Net Worth,N,Yes,0.0
2294,Farris,Hazelby,Undefined,35,0,Internal Auditor,IT,Mass Customer,N,Yes,0.0
2334,Payton,Sheach,Undefined,42,0,Account Executive,IT,Mass Customer,N,No,0.0
2340,Caterina,Scedall,Undefined,41,0,Web Designer II,IT,Mass Customer,N,Yes,0.0
2413,Basile,Bowlas,Undefined,18,0,Registered Nurse,Health,Mass Customer,N,Yes,0.0
2425,Yancy,Ovett,Undefined,64,0,0,IT,Affluent Customer,N,Yes,0.0
2468,Kermie,Hedger,Undefined,18,0,Accounting Assistant II,IT,Mass Customer,N,Yes,0.0
2539,Donavon,0,Undefined,14,0,Executive Secretary,IT,Mass Customer,N,Yes,0.0
2641,Arabelle,Rentelll,Undefined,36,0,VP Accounting,Financial Services,High Net Worth,N,No,0.0
2646,Marcelia,Blannin,Undefined,1,0,Physical Therapy Assistant,IT,High Net Worth,N,No,0.0
2695,Isabelle,Bursnoll,Undefined,42,0,Social Worker,Health,Mass Customer,N,Yes,0.0
2696,Klarika,Yerby,Undefined,70,0,Legal Assistant,IT,High Net Worth,N,No,0.0
2853,Vikky,Dyde,Undefined,49,0,Project Manager,IT,High Net Worth,N,Yes,0.0
